기준일,시도,시군구,먹는치료제 처방기관,전화번호,주소
24년 09월 16일 06시,충북,충주시,제중내과의원,043-847-2222,"충청북도 충주시 충인2길 6-1, (충의동)"
24년 09월 16일 06시,충북,단양군,서울삼성의원,043-421-9974,"충청북도 단양군 단양읍 도전2로 2, 2층"
24년 09월 16일 06시,충북,청주상당구,예사랑병원,043-298-7337,"충청북도 청주시 상당구 2순환로2031번길 6-9,  (방서동)"
24년 09월 16일 06시,충북,청주상당구,더웰속편한내과의원,043-283-1282,"충청북도 청주시 상당구 2순환로2031번길 6-20, 6층 (방서동)"
24년 09월 16일 06시,충북,청주흥덕구,우리아이소아청소년과의원,043-236-7666,"충청북도 청주시 흥덕구 대농로 66, 5층 (복대동, MJ메디컬센터)"
24년 09월 16일 06시,충북,청주흥덕구,이솜이비인후과의원,043-234-5079,"충청북도 청주시 흥덕구 대농로 47, 204호 (복대동)"
24년 09월 16일 06시,충북,청주흥덕구,아가페내과의원,043-232-2486,"충청북도 청주시 흥덕구 대농로 66, 4층 402호403호 (복대동)"
24년 09월 16일 06시,충북,청주서원구,햇살가정의학과의원,043-298-7588,"충청북도 청주시 서원구 수곡로 49, 2층 (수곡동)"
24년 09월 16일 06시,충북,청주상당구,의료법인 인화재단 한국병원,043-222-7000,"충청북도 청주시 상당구 단재로 106-0, 한국병원"
24년 09월 16일 06시,충북,청주청원구,청주성모병원,043-219-8000,"충청북도 청주시 청원구 주성로 173-19, 청주성모병원"
24년 09월 16일 06시,충북,청주흥덕구,청주현대병원,043-237-2114,"충청북도 청주시 흥덕구 비하로 65,  (비하동)"
24년 09월 16일 06시,충북,충주시,의료법인 중원의료재단 충주중앙병원,043-856-2100,"충청북도 충주시 충인1길 60, (충인동)"
24년 09월 16일 06시,충북,영동군,의료법인조윤의료재단 감고을요양병원,043-740-9100,"충청북도 영동군 영동읍 대학로 106-0, (영동읍)"
24년 09월 16일 06시,충북,증평군,의료법인 여덕의료재단 증평요양병원,043-760-8886,"충청북도 증평군 증평읍 중앙로 114-0, (증평읍)"
24년 09월 16일 06시,충북,청주상당구,오정진내과의원,043-252-6200,"충청북도 청주시 상당구 용담로 6-1, (문화동)"
24년 09월 16일 06시,충북,옥천군,중앙의원,043-732-1877,"충청북도 옥천군 옥천읍 중앙로 17-24, (옥천읍)"
24년 09월 16일 06시,충북,청주서원구,우리소아청소년과의원,043-218-0196,"충청북도 청주시 서원구 예체로 55, 106호 (사직동, 푸르지오캐슬 상가 )"
24년 09월 16일 06시,충북,증평군,조항복내과의원,043-836-5838,"충청북도 증평군 증평읍 중앙로 172, (증평읍)"
24년 09월 16일 06시,충북,청주청원구,현대의원,043-217-9889,"충청북도 청주시 청원구 오창읍 팔결로 706, 2층"
24년 09월 16일 06시,충북,제천시,삼성의원,043-646-5578,"충청북도 제천시 청풍호로 100, 2층 (강제동)"
24년 09월 16일 06시,충북,청주흥덕구,한울내과의원,043-233-7759,"충청북도 청주시 흥덕구 증안로 58, (복대동)"
24년 09월 16일 06시,충북,옥천군,송내과의원,043-731-7171,"충청북도 옥천군 옥천읍 삼금로 13, 13"
24년 09월 16일 06시,충북,청주흥덕구,양승덕이비인후과의원,043-234-6090,"충청북도 청주시 흥덕구 가로수로 1340-1, (복대동, 2층)"
24년 09월 16일 06시,충북,청주흥덕구,조엘소아청소년과의원,043-235-8575,"충청북도 청주시 흥덕구 서부로 1303, 2층 (가경동)"
24년 09월 16일 06시,충북,음성군,조은내과의원,043-882-8880,"충청북도 음성군 대소면 오태로 98, (대소면)"
24년 09월 16일 06시,충북,충주시,권재봉소아과의원,043-853-7555,"충청북도 충주시 봉계1길 52, (칠금동)"
24년 09월 16일 06시,충북,단양군,중앙내과연합의원,043-421-7575,"충청북도 단양군 단양읍 삼봉로 302, 2층"
24년 09월 16일 06시,충북,청주상당구,금천성모의원,043-257-4861,"충청북도 청주시 상당구 쇠내로 127, 2층 (금천동)"
24년 09월 16일 06시,충북,보은군,김보영내과의원,043-543-6500,"충청북도 보은군 보은읍 보은로 108, (보은읍)"
24년 09월 16일 06시,충북,청주흥덕구,메디코의원,043-272-0157,"충청북도 청주시 흥덕구 1순환로 508, (봉명동,2층)"
24년 09월 16일 06시,충북,보은군,현대의원,043-542-2720,"충청북도 보은군 마로면 관기송현로 87-1, 2층 (이발관)"
24년 09월 16일 06시,충북,청주상당구,문의제일의원,043-288-3119,"충청북도 청주시 상당구 문의면 문의시내로 45, (문의면)"
24년 09월 16일 06시,충북,청주서원구,굿모닝의원,043-298-8275,"충청북도 청주시 서원구 산남로 18, 2층 (산남동)"
24년 09월 16일 06시,충북,제천시,수산의원,043-652-8741,"충청북도 제천시 수산면 월악로22길 102-7, (수산면)"
24년 09월 16일 06시,충북,청주청원구,정희석내과의원,043-212-0076,"충청북도 청주시 청원구 오창읍 2산단로 132, 2층 201~203호"
24년 09월 16일 06시,충북,음성군,연세연합의원,043-878-8270,"충청북도 음성군 금왕읍 무극로 284, (금왕읍)"
24년 09월 16일 06시,충북,음성군,베스트이비인후과의원,043-881-0707,"충청북도 음성군 맹동면 대하로 271, 301,302,303호"
24년 09월 16일 06시,충북,청주상당구,용암메디칼의원,043-288-0075,"충청북도 청주시 상당구 월평로 174, 2층 (용암동)"
24년 09월 16일 06시,충북,청주흥덕구,서울연합의원,043-274-8274,"충청북도 청주시 흥덕구 직지대로 667, 지하1층,1층,2층 (봉명동)"
24년 09월 16일 06시,충북,영동군,한내과의원,043-742-2271,"충청북도 영동군 영동읍 중앙로3길 5-1, (영동읍)"
24년 09월 16일 06시,충북,충주시,충주시노인전문병원,043-855-9393,"충청북도 충주시 동량면 충원대로 1398-0, 충주시노인전문병원"
24년 09월 16일 06시,충북,보은군,혜민의원,043-543-5771,"충청북도 보은군 보은읍 삼산남로 8, (보은읍)"
24년 09월 16일 06시,충북,제천시,이록윤내과의원,043-652-7575,"충청북도 제천시 독순로 79, (중앙로2가)"
24년 09월 16일 06시,충북,충주시,의료법인 송원의료재단 송원요양병원,043-856-3501,"충청북도 충주시 주덕읍 신양로 62-0, (주덕읍)"
24년 09월 16일 06시,충북,충주시,정연무내과의원,043-857-6550,"충청북도 충주시 계명대로 23, 4-5층 (칠금동)"
24년 09월 16일 06시,충북,청주서원구,본이비인후과의원,043-295-7575,"충청북도 청주시 서원구 월평로 4, 203호 (분평동,대상탑존빌딩)"
24년 09월 16일 06시,충북,청주청원구,이내과의원,043-292-7553,"충청북도 청주시 청원구 율량로 96, 302호 (주성동, 율량센터프라자)"
24년 09월 16일 06시,충북,충주시,장정형외과의원,043-848-0693,"충청북도 충주시 천변로 171, (교현동)"
24년 09월 16일 06시,충북,청주서원구,성화마루의원,043-234-0677,"충청북도 청주시 서원구 서부로 1346, (성화동)"
24년 09월 16일 06시,충북,청주청원구,윤가정의학과의원,043-213-6880,"충청북도 청주시 청원구 내수읍 은곡묵방길 28, 2층(203호) (덕일한마음아파트상가)"
24년 09월 16일 06시,충북,단양군,늘편한정형외과의원,043-423-4330,"충청북도 단양군 단양읍 삼봉로 320, (단양읍)"
24년 09월 16일 06시,충북,청주흥덕구,서청주하나이비인후과의원,043-236-5075,"충청북도 청주시 흥덕구 대농로 48, 401호 (복대동, LK타워)"
24년 09월 16일 06시,충북,청주흥덕구,한빛연합의원,043-277-6050,"충청북도 청주시 흥덕구 사운로 292, 6층 (운천동)"
24년 09월 16일 06시,충북,청주청원구,늘푸른연합의원,043-241-9995,"충청북도 청주시 청원구 오창읍 오창중앙로 123-2, (오창읍)"
24년 09월 16일 06시,충북,옥천군,삼성서울내과의원,043-731-7557,"충청북도 옥천군 옥천읍 금장로 31, 2층"
24년 09월 16일 06시,충북,영동군,노상필내과의원,043-770-7171,"충청북도 영동군 영동읍 중앙로 28, 성림빌딩"
24년 09월 16일 06시,충북,청주서원구,청주365일 의원,043-235-7553,"충청북도 청주시 서원구 서부로 1350, 2층 (성화동)"
24년 09월 16일 06시,충북,음성군,제이지서울내과의원,043-750-8275,"충청북도 음성군 맹동면 대하2나길 6, 5층"
24년 09월 16일 06시,충북,증평군,우외과의원,043-836-7887,"충청북도 증평군 증평읍 중앙로 203, (증평읍)"
24년 09월 16일 06시,충북,청주서원구,의료법인 하람의료재단 청주탑요양병원,043-296-5000,"충청북도 청주시 서원구 궁뜰로 16-0,  (미평동)"
24년 09월 16일 06시,충북,옥천군,서울연합정형외과의원,043-733-0677,"충청북도 옥천군 옥천읍 삼금로 2, 의원"
24년 09월 16일 06시,충북,충주시,이성주내과의원,043-904-2561,"충청북도 충주시 중앙로 33, 3층 (문화동)"
24년 09월 16일 06시,충북,제천시,연세의원,043-652-2666,"충청북도 제천시 의병대로 225, (신백동)"
24년 09월 16일 06시,충북,영동군,속편한신내과의원,043-770-7582,"충청북도 영동군 영동읍 중앙로 41, 모아빌딩 3층"
24년 09월 16일 06시,충북,영동군,성심마취통증의학과의원,043-742-8921,"충청북도 영동군 영동읍 중앙로3길 5, 상가"
24년 09월 16일 06시,충북,증평군,최종성소아청소년과의원,043-836-1126,"충청북도 증평군 증평읍 중앙로 206-1, 201호 (서울빌딩)"
24년 09월 16일 06시,충북,청주상당구,마디사랑병원,043-298-9988,"충청북도 청주시 상당구 상당로 112-0,  (북문로2가)"
24년 09월 16일 06시,충북,청주상당구,오성근이비인후과의원,256-5577,"충청북도 청주시 상당구 상당로 47, (남문로2가)"
24년 09월 16일 06시,충북,청주청원구,중앙가정의학과의원,043-213-8795,"충청북도 청주시 청원구 내수읍 마산5길 15-16, (내수읍)"
24년 09월 16일 06시,충북,청주서원구,세광내과의원,043-288-8275,"충청북도 청주시 서원구 월평로 7, 퓨전빌딩 201호 (분평동)"
24년 09월 16일 06시,충북,청주서원구,세광연합의원,043-715-7553,"충청북도 청주시 서원구 월평로 7, 퓨전빌딩 2층 202,203호 (분평동)"
24년 09월 16일 06시,충북,진천군,한사랑외과의원,043-533-7582,"충청북도 진천군 진천읍 백사천길 47-2, (진천읍)"
24년 09월 16일 06시,충북,음성군,의료법인 현대소망의료재단 현대병원,043-878-4341,"충청북도 음성군 생극면 일생로 516-0,"
24년 09월 16일 06시,충북,음성군,새한정형외과의원,043-882-4555,"충청북도 음성군 감곡면 장감로125번길 6, (감곡면)"
24년 09월 16일 06시,충북,청주청원구,의료법인 라온의료재단 오창호수병원,043-214-1004,"충청북도 청주시 청원구 오창읍 중심상업1로 54-0, (오창읍)"
24년 09월 16일 06시,충북,음성군,금왕연합정형외과의원,043-883-0880,"충청북도 음성군 금왕읍 무극로244번길 16, (금왕읍)"
24년 09월 16일 06시,충북,청주흥덕구,준소아청소년과의원,043-238-8338,"충청북도 청주시 흥덕구 서현로 32, 214호 (가경동)"
24년 09월 16일 06시,충북,청주흥덕구,숨사랑내과의원,043-235-7500,"충청북도 청주시 흥덕구 서현로 60, 315, 316호 (가경동)"
24년 09월 16일 06시,충북,청주흥덕구,미래이비인후과의원,043-236-9275,"충청북도 청주시 흥덕구 2순환로 1240, (강서동,(MK빌딩 4층))"
24년 09월 16일 06시,충북,진천군,서울바른내과의원,043-536-6100,"충청북도 진천군 덕산읍 시가로 24, 2층"
24년 09월 16일 06시,충북,청주청원구,보성의원,043-225-7582,"충청북도 청주시 청원구 1순환로 326, 1층 (내덕동)"
24년 09월 16일 06시,충북,영동군,상쾌한 이비인후과의원,043-744-7582,"충청북도 영동군 영동읍 중앙로3길 2, 4층"
24년 09월 16일 06시,충북,청주서원구,심규화이비인후과의원,043-297-7577,"충청북도 청주시 서원구 산남로70번길 3, 302호 (산남동, 산남메티프라자)"
24년 09월 16일 06시,충북,충주시,충주현대요양병원,043-857-8009,"충청북도 충주시 연수상가3길 14-0,  (연수동)"
24년 09월 16일 06시,충남,논산시,코가나이비인후과의원,041-734-7788,"충청남도 논산시 중앙로 258, (취암동)"
24년 09월 16일 06시,충남,천안동남구,미래아이소아청소년과의원,569-6655,"충청남도 천안시 동남구 만남로 50, 6층 (신부동)"
24년 09월 16일 06시,충남,예산군,임재규내과의원,041-331-0099,"충청남도 예산군 예산읍 예산로 179, 예은빌딩 2층"
24년 09월 16일 06시,충남,천안서북구,숲소아청소년과의원,041-567-0011,"충청남도 천안시 서북구 성성8로 2-30, 305, 306호 (성성동)"
24년 09월 16일 06시,충남,아산시,탕정푸른의원,041-541-8275,"충청남도 아산시 탕정면 탕정면로 225, (탕정면)"
24년 09월 16일 06시,충남,아산시,청담소아청소년과의원,041-546-8775,"충청남도 아산시 번영로234번길 2, 401~403호 (모종동, 메디포스빌딩 )"
24년 09월 16일 06시,충남,금산군,금산은빛의원,041-754-7585,"충청남도 금산군 금산읍 인삼로 71, 3층"
24년 09월 16일 06시,충남,천안서북구,연세의원,581-5756,"충청남도 천안시 서북구 성환읍 성환12길 46, (성환읍)"
24년 09월 16일 06시,충남,천안동남구,천안우리병원,041-590-9000,"충청남도 천안시 동남구 남부대로 350, (청당동)"
24년 09월 16일 06시,충남,서산시,속편한서산내과의원,041-664-4944,"충청남도 서산시 시장4길 25-6, (동문동)"
24년 09월 16일 06시,충남,공주시,굿모닝의원,041-857-5060,"충청남도 공주시 계룡면 상문길 4, 1층"
24년 09월 16일 06시,충남,계룡시,해피안내과의원,042-841-1771,"충청남도 계룡시 서금암로 17, 3층 (금암동)"
24년 09월 16일 06시,충남,서산시,이기천내과의원,041-664-7511,"충청남도 서산시 안견로 184-6, (동문동)"
24년 09월 16일 06시,충남,서천군,서울의원,041-951-7887,"충청남도 서천군 서천읍 충절로 50, (서천읍)"
